ID,Legacy ID,First Name,Last Name,Department,Average Rating,Number of Ratings,Average Difficulty,Would Take Again %,School Name,School ID,RMP URL
VGVhY2hlci0yMjY1NDg5,2265489,Darrell,Kopke,Business,4.7,7,3.4,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2265489
VGVhY2hlci0yOTc1Njk2,2975696,Andrea,Reid,Science,3.0,1,5.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2975696
VGVhY2hlci0yNjI0MzU0,2624354,Trevor,Campbell,Statistics,4.7,26,2.9,92.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2624354
VGVhY2hlci02Mzg3Njg=,638768,Ian,Mitchell,Computer Science,3.9,10,3.7,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/638768
VGVhY2hlci0zMDA4NzA1,3008705,Timothy,McCall,Art History,3.5,2,2.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3008705
VGVhY2hlci0yOTM3MDQx,2937041,Lyndia,Wu,Engineering,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2937041
VGVhY2hlci0yMjUwNzEw,2250710,Abdolrezav,Joghataie,Engineering,1.4,12,3.6,16.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2250710
VGVhY2hlci0yODI1NzM5,2825739,Joe,Yang,Chemistry,2.6,18,3.9,38.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2825739
VGVhY2hlci00MzQwNTk=,434059,Michael,Bostock,Geology,3.3,14,2.4,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/434059
VGVhY2hlci0yOTA0ODky,2904892,Lucy,De Souza,Psychology,4.9,8,2.1,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2904892
VGVhY2hlci0yNzg1MDkw,2785090,Yao,Xiao,Education,2.7,6,3.0,16.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2785090
VGVhY2hlci0yNzU2MDg2,2756086,Julen,Etxabe,Law,2.8,5,4.2,40.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2756086
VGVhY2hlci0zMDEwNzA4,3010708,Sergio,Berretta,Engineering,5.0,2,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3010708
VGVhY2hlci0zMDAyMjQ2,3002246,Amirhossein,Bahreyni,Biology,5.0,1,1.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3002246
VGVhY2hlci0xNDYwNjE4,1460618,Michael,Griffin,Philosophy,4.9,90,2.0,97.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1460618
VGVhY2hlci0xNzU0NTQw,1754540,José,Rodríguez Núñez,Chemistry,4.8,81,3.1,98.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1754540
VGVhY2hlci03MjE1Mg==,72152,Caroline,Rieger,Languages,2.6,25,3.6,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/72152
VGVhY2hlci05NTMxOTI=,953192,Ujendra,Kumar,Pharmacy,1.9,18,3.8,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/953192
VGVhY2hlci0yNTQ1NTcy,2545572,Pascale,de Kerckhove,Social Work,4.8,16,2.7,93.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2545572
VGVhY2hlci0yODcyNTA3,2872507,Kristen,Barnett,Anthropology,3.0,3,2.0,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2872507
VGVhY2hlci0zMDIzNjgx,3023681,Loren,Rieseberg,Biology,4.0,2,1.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3023681
VGVhY2hlci0zMDY5OTYz,3069963,Sean,Yokoyama,Earth Science,1.0,1,4.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3069963
VGVhY2hlci0xMDQ3NzM2,1047736,Anka,Lekhi,Chemistry,3.7,65,2.9,73.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1047736
VGVhY2hlci0yMjc5NzYy,2279762,Bridgette,Clarkston,Biology,4.0,59,2.9,71.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2279762
VGVhY2hlci0xNTc4MTUx,1578151,Michael,Lipsen,Earth Science,3.5,57,3.1,53.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1578151
VGVhY2hlci04NjMwNDk=,863049,Hasan,Cavusoglu,Business,3.8,21,3.5,72.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/863049
VGVhY2hlci03NjcyNTU=,767255,Chris,Harley,Zoology,4.3,17,2.7,86.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/767255
VGVhY2hlci02OTk2MDE=,699601,Rich,Pawlowizc,Earth Science,2.2,11,4.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/699601
VGVhY2hlci0yNzkzMzU3,2793357,Megan,Daniels,Classical Studies,4.4,5,2.2,80.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2793357
VGVhY2hlci0yMjk5MTEx,2299111,Boris,Stoeber,Mechanical Engineering,2.0,3,4.7,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2299111
VGVhY2hlci0yNjI1Njkz,2625693,Rachel,Germain,Biology,4.6,7,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2625693
VGVhY2hlci00NTEyNTA=,451250,Brian,Leander,Biology,4.7,79,2.5,97.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/451250
VGVhY2hlci0xNTk5NjQw,1599640,Charissa,Fung,Biology,2.5,31,3.6,35.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1599640
VGVhY2hlci05ODM2MjM=,983623,Viktoria,Hnatkovska,Economics,4.1,25,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/983623
VGVhY2hlci0xMTM3MjMx,1137231,Chris,Rea,Asian Studies,3.2,18,3.2,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1137231
VGVhY2hlci0yOTg2MTgx,2986181,Tim ,Frandy,Scandinavian,5.0,5,2.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2986181
VGVhY2hlci0xMDUwMzM=,105033,Celeste,Leander,Biology,3.7,111,2.8,60.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/105033
VGVhY2hlci0xMjQ3Mw==,12473,Ed,Knorr,Computer Science,4.5,108,2.4,97.4,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/12473
VGVhY2hlci0yNjA3MTYz,2607163,Kathryn,Ferguson,Gender Studies,1.8,61,4.6,19.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2607163
VGVhY2hlci0xNDk1MjEx,1495211,Laila,Ferreira,English,2.5,61,3.6,22.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1495211
VGVhY2hlci0xOTUzMjQ2,1953246,Lucy,Porritt,Earth Science,3.1,45,3.4,48.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1953246
VGVhY2hlci0yNjE4ODI4,2618828,Mohammed,Arefin,Geography,4.3,23,2.9,78.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2618828
VGVhY2hlci00MzAwOTQ=,430094,Ronald,Cenfetelli,Business,5.0,18,1.9,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/430094
VGVhY2hlci0yODY3MzY4,2867368,Jessica,Dempsey,Geography,4.3,12,2.3,91.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2867368
VGVhY2hlci0yNTYwMDQ4,2560048,Varada,Kolhatkar,Computer Science,4.3,8,2.1,87.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2560048
VGVhY2hlci0yNjY2MzI5,2666329,Abbas,Hosseini,Mechanical Engineering,3.1,7,3.4,57.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2666329
VGVhY2hlci0yOTc3NzY3,2977767,Ryan,Tomm,Psychology,5.0,2,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2977767
VGVhY2hlci0zMDY4OTM0,3068934,Hongyang,Tao,Chinese,4.0,1,4.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3068934
VGVhY2hlci0yMTE3OQ==,21179,Phil,Loewen,Mathematics,3.8,110,4.1,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/21179
VGVhY2hlci05NTQ2OA==,95468,Alex,Dick,English,3.4,79,3.4,84.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/95468
VGVhY2hlci0zMDk5Nzg=,309978,Courtney,Booker,History,4.4,74,3.4,95.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/309978
VGVhY2hlci0xODcyNjI5,1872629,Mark,Beauchamp,Kinesiology,4.4,25,3.0,90.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1872629
VGVhY2hlci0xODA0ODQz,1804843,Sean,Smukler,Land & Food Systems,4.5,12,2.4,87.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1804843
VGVhY2hlci0yNTAxOTQ0,2501944,Rolando,Descalzo,Forestry,2.6,7,3.7,42.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2501944
VGVhY2hlci0zMDQ1ODcz,3045873,Marysa ,Lague ,Geography,3.7,3,3.3,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3045873
VGVhY2hlci0zMDY4ODE1,3068815,Mokhtar,Mokhtar Tabari,Business,4.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3068815
VGVhY2hlci01MzQ3Ng==,53476,Daniela,Hempen,Languages,4.3,66,2.4,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/53476
VGVhY2hlci05NzY1Ng==,97656,Tai-Peng,Tsai,Mathematics,3.0,47,3.3,43.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/97656
VGVhY2hlci04NTc1Nw==,85757,Toph,Marshall,Near Eastern Studies,3.6,44,3.3,81.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/85757
VGVhY2hlci04Mjk5NTg=,829958,Michel,Ducharme,History,4.1,40,3.7,67.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/829958
VGVhY2hlci0xNzAwMDA2,1700006,Lanny,Zrill,Economics,3.5,36,3.2,64.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1700006
VGVhY2hlci0yODcwNA==,28704,Bruno,Zumbo,Education,4.6,29,3.9,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/28704
VGVhY2hlci0yNjM2MjMx,2636231,Roy,Cloutier,Architecture,3.9,9,2.7,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2636231
VGVhY2hlci0yODU2NTky,2856592,Antje,Ziethen,"French, Italian, & Spanish",3.5,8,2.8,62.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2856592
VGVhY2hlci0yOTUzMjk5,2953299,Alex,Yu,Psychology,2.3,7,4.3,28.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2953299
VGVhY2hlci0zMDY1NDI3,3065427,Chester,Upham,Engineering,5.0,2,2.5,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3065427
VGVhY2hlci0yOTUzNzIy,2953722,Burgess,Miranda,English,3.5,2,3.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2953722
VGVhY2hlci0zMDMwMDEx,3030011,Amir,Shiva,Anthropology,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3030011
VGVhY2hlci0zNjQyMQ==,36421,Kevin,McNeilly,English,3.4,111,3.0,48.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/36421
VGVhY2hlci0xMjQxOTQy,1241942,Mary Ann,Saunders,English,3.7,81,2.9,56.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1241942
VGVhY2hlci0yMDg0Mzc3,2084377,Timothy,Cheek,History,3.9,13,3.5,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2084377
VGVhY2hlci0yNDM5MTAz,2439103,Drew,Weatherhead,Psychology,3.1,12,3.8,58.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2439103
VGVhY2hlci0xODYwODEw,1860810,Patrick,Kirchen,Mechanical Engineering,4.4,12,3.3,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1860810
VGVhY2hlci0xOTA4MDc3,1908077,Victoria,Lemieux,Information Science,2.3,9,3.4,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1908077
VGVhY2hlci0yODY1MDIx,2865021,Jasmin,Jelovica,Engineering,2.2,6,3.8,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2865021
VGVhY2hlci0zMDY0MTk1,3064195,Jodie,Martin,Science,4.5,4,3.3,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3064195
VGVhY2hlci0yOTc2MTMx,2976131,John ,Korenic ,Business,5.0,3,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2976131
VGVhY2hlci0zMDY2NzM3,3066737,Angele,Beausoleil,Business,4.7,3,2.0,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3066737
VGVhY2hlci0zMDY3Nzc5,3067779,Andrea,Frommel,Land & Food Systems,2.0,1,1.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3067779
VGVhY2hlci0zMDY4MTU4,3068158,Lizelle,Odendaal,Biology,5.0,1,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3068158
VGVhY2hlci0yOTE3ODk2,2917896,Laurel,Xiao,Marketing,4.0,1,5.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2917896
VGVhY2hlci0zMTA1Njg=,310568,Tom,Bittner,Philosophy,3.8,85,3.1,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/310568
VGVhY2hlci0yMjg3NDQ=,228744,Nelly,Pante,Biology,3.7,83,2.7,46.4,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/228744
VGVhY2hlci00MjM2Mg==,42362,Martin,Tanner,Chemistry,4.3,77,3.0,83.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/42362
VGVhY2hlci0xMjkyOTk2,1292996,Perry,Atwal,Business,4.4,68,2.8,78.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1292996
VGVhY2hlci0xODg1Mjg=,188528,Ali,Lazrak,Business,2.4,44,3.5,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/188528
VGVhY2hlci03NDYwMg==,74602,Richard,Menkis,History,3.4,43,3.6,72.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/74602
VGVhY2hlci0yMjAyMjMw,2202230,Aaron,Boley,Astronomy,4.1,40,3.5,77.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2202230
VGVhY2hlci02Mzg3NjY=,638766,Rachel,Pottinger,Computer Science,4.4,38,2.2,91.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/638766
VGVhY2hlci0xNjI0ODgz,1624883,John,Culbert,Languages,3.0,31,2.9,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1624883
VGVhY2hlci05MzE1MjI=,931522,Ernest,Mathijs,Theater,4.4,24,2.8,77.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/931522
VGVhY2hlci0yMzY5Njg5,2369689,Sven,Bachmann,Mathematics,4.0,14,4.1,85.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2369689
VGVhY2hlci0yMzgxNTM1,2381535,Kousaku,Yui,Philosophy,5.0,7,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2381535
VGVhY2hlci0yNjY0NTA1,2664505,Sheldon,Green,Mechanical Engineering,0.0,0,0.0,-1.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2664505
VGVhY2hlci0xNTA5NzU=,150975,Andrew,Riseman,Science,3.0,28,2.1,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/150975
VGVhY2hlci0yNzcyMjY1,2772265,Annick,Pellegrin,French,2.7,10,3.7,40.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2772265
VGVhY2hlci0yODc0MDQ3,2874047,Miranda,Holmes-Cerfon,Mathematics,3.7,10,3.6,80.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2874047
VGVhY2hlci0zODcwOTE=,387091,Peter,Ostafichuk,Engineering,4.4,39,3.0,94.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/387091
VGVhY2hlci0xNjA2MDkx,1606091,Florence,Yoon,Classical Studies,3.5,28,4.3,30.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1606091
VGVhY2hlci0yMDM5NzI1,2039725,T'ai,Smith,Art History,3.3,21,3.4,52.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2039725
VGVhY2hlci0yMTA0NTA1,2104505,Saygin,Salgirli,Art,4.4,13,3.0,81.8,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2104505
VGVhY2hlci0yMzMxMjA3,2331207,Sara,Graefe,Fine Arts,3.6,12,2.5,58.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2331207
VGVhY2hlci0yNTAwODA4,2500808,Fredrick,Noack,Economics,3.0,8,2.8,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2500808
VGVhY2hlci0yNDAyNzAz,2402703,Eva,Zysk,Psychology,3.1,140,3.6,53.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2402703
VGVhY2hlci0yNjgxOTE1,2681915,Anne,Stewart,Writing,3.9,17,4.1,70.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2681915
VGVhY2hlci0yODgyMzc5,2882379,Maria,Tokuyama,Microbiology,3.0,6,3.7,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2882379
VGVhY2hlci03OTQ4NTI=,794852,John,Kadla,Forestry,1.0,4,5.0,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/794852
VGVhY2hlci0xMDg0NDI=,108442,Adelheid,O'Brien,Languages,3.7,36,1.7,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/108442
VGVhY2hlci0xMDQ2MTM2,1046136,Simon,Donner,Geography,3.8,34,3.4,90.9,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1046136
VGVhY2hlci0xODI2MTQ1,1826145,Ian,Hill,English,3.2,27,2.8,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1826145
VGVhY2hlci0yNjQyODQ2,2642846,Jens,Malmquist,Mathematics,5.0,16,3.4,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2642846
VGVhY2hlci0yNjU5MzUz,2659353,Farzaneh,Farhang-Mehr,Engineering,4.0,8,2.5,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2659353
VGVhY2hlci0yOTYzNTA0,2963504,Trevor,Bolduc,Chemistry,4.3,4,2.5,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2963504
VGVhY2hlci01MTAwNTk=,510059,Nancy,Frelick,Languages,2.1,29,3.9,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/510059
VGVhY2hlci0zODEyMDc=,381207,Phyllis,Johnson,Sociology,3.4,26,2.3,33.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/381207
VGVhY2hlci0xNTQ3MDM5,1547039,LI,Hao,Economics,1.8,10,4.5,20.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1547039
VGVhY2hlci0zMDExNTQ5,3011549,Savvas ,Nicolaou ,Radiology,5.0,5,2.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/3011549
VGVhY2hlci0xNzkxMjIy,1791222,Jose,Aguilar,Spanish,4.8,4,2.8,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1791222
VGVhY2hlci0yNzcyMzE4,2772318,Katya,Khmelnitskaya,Marketing,3.7,3,3.0,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2772318
VGVhY2hlci0yNDk5Mzc=,249937,Dave,Michelson,Engineering,2.8,51,3.5,45.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/249937
VGVhY2hlci0xNjY2ODI=,166682,Sunera,Thobani,"Gender, Race, Sexuality & Social Justice",3.5,44,2.9,66.7,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/166682
VGVhY2hlci00NDY3Mw==,44673,Zinovy,Reichstein,Mathematics,3.6,43,2.6,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/44673
VGVhY2hlci0zMzYwNTk=,336059,Nick,Jaeger,Engineering,2.1,41,3.8,11.1,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/336059
VGVhY2hlci0xODE1OTg4,1815988,Alison,Lister,Physics & Astronomy,3.4,38,3.0,58.6,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1815988
VGVhY2hlci0xMjk1ODQw,1295840,Glen,Coulthard,Political Science,3.8,21,3.9,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1295840
VGVhY2hlci0zMzkwNTc=,339057,William,Welch,Mathematics,3.3,20,2.9,37.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/339057
VGVhY2hlci0zMjI2ODE=,322681,John,Madden,Engineering,4.0,20,3.6,87.5,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/322681
VGVhY2hlci0yMDkwNDc3,2090477,Andrew,Horne,Pharmacy,4.8,19,3.2,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2090477
VGVhY2hlci0xMzcyMjU0,1372254,Hartaj,Sanghara,Business,2.7,15,2.8,18.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1372254
VGVhY2hlci0yNTg0Mzg=,258438,Cyril,Leung,Engineering,3.5,13,3.5,0.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/258438
VGVhY2hlci0yODU4Nzcw,2858770,Long,Dinh,Architecture,4.6,8,3.3,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2858770
VGVhY2hlci0yODE3OTY1,2817965,Casey,Keulen,Mechanical Engineering,3.5,4,2.8,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2817965
VGVhY2hlci0yODMxMDk4,2831098,Alessandra,Santos,Film,2.0,2,2.5,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2831098
VGVhY2hlci0zMzkxNjE=,339161,Jesus,Calvino-Fraga,Electrical Engineering,3.4,66,3.0,29.2,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/339161
VGVhY2hlci0zMzE5MDM=,331903,William,McCutcheon,Physics,3.1,37,3.4,25.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/331903
VGVhY2hlci0xNTIzNTcx,1523571,Chris,Addison,Chemistry,4.3,32,3.0,83.3,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/1523571
VGVhY2hlci0yMzE0Njg4,2314688,Andrea,Roca,French Hispanic amp Italian Stud,4.0,24,2.8,75.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2314688
VGVhY2hlci0yMDI2MTcw,2026170,Mary,Swaffield,Marketing,4.0,11,2.9,80.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2026170
VGVhY2hlci0yODMwMzg3,2830387,Vittorio,Boscaro,Biological Sciences,5.0,5,2.6,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2830387
VGVhY2hlci0yODA4Nzg3,2808787,James,Wang,Business,3.5,4,3.3,50.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2808787
VGVhY2hlci0yNjA5NTc1,2609575,Gene,Lee,Business,5.0,1,3.0,100.0,University of British Columbia,U2Nob29sLTE0MTM=,https://www.ratemyprofessors.com/professor/2609575
